time,temp,humidity,wind_speed,precip,events,date
9:51 AM,75.9 °F,71%,5.8 mph,N/A,,2015/5/27
10:43 AM,79.0 °F,64%,5.8 mph,N/A,,2015/5/27
10:51 AM,79.0 °F,66%,3.5 mph,N/A,,2015/5/27
11:51 AM,77.0 °F,71%,-,N/A,,2015/5/27
12:51 PM,81.0 °F,60%,-,N/A,,2015/5/27
1:07 PM,82.0 °F,56%,-,N/A,,2015/5/27
1:51 PM,84.0 °F,56%,Calm,N/A,,2015/5/27
2:51 PM,81.0 °F,58%,6.9 mph,N/A,,2015/5/27
3:51 PM,80.1 °F,58%,10.4 mph,N/A,,2015/5/27
4:51 PM,79.0 °F,58%,3.5 mph,N/A,,2015/5/27
5:51 PM,79.0 °F,58%,-,N/A,,2015/5/27
6:51 PM,75.9 °F,62%,4.6 mph,N/A,,2015/5/27
7:51 PM,75.0 °F,69%,Calm,0.00 in,Rain,2015/5/27
8:51 PM,71.1 °F,87%,3.5 mph,0.05 in,Rain,2015/5/27
9:51 PM,72.0 °F,87%,5.8 mph,0.00 in,,2015/5/27
10:51 PM,71.1 °F,87%,3.5 mph,0.03 in,,2015/5/27
11:51 PM,71.1 °F,87%,3.5 mph,N/A,,2015/5/27
12:51 AM,71.1 °F,84%,4.6 mph,N/A,,2015/5/28
1:51 AM,71.1 °F,84%,5.8 mph,N/A,,2015/5/28
2:51 AM,71.1 °F,84%,5.8 mph,N/A,,2015/5/28
3:51 AM,70.0 °F,87%,5.8 mph,N/A,,2015/5/28
4:51 AM,71.1 °F,81%,3.5 mph,N/A,,2015/5/28
5:13 AM,71.1 °F,81%,3.5 mph,N/A,,2015/5/28
5:51 AM,71.1 °F,84%,3.5 mph,N/A,,2015/5/28
6:51 AM,71.1 °F,84%,4.6 mph,N/A,,2015/5/28
7:00 AM,72.0 °F,81%,3.5 mph,N/A,,2015/5/28
7:51 AM,72.0 °F,84%,3.5 mph,N/A,,2015/5/28
8:28 AM,73.9 °F,79%,3.5 mph,N/A,,2015/5/28
8:51 AM,73.0 °F,71%,3.5 mph,N/A,,2015/5/28
9:51 AM,73.0 °F,81%,Calm,N/A,,2015/5/28
10:51 AM,77.0 °F,74%,4.6 mph,N/A,,2015/5/28
11:06 AM,78.1 °F,71%,4.6 mph,N/A,,2015/5/28
11:51 AM,80.1 °F,67%,Calm,N/A,,2015/5/28
12:51 PM,82.9 °F,58%,3.5 mph,N/A,,2015/5/28
1:51 PM,84.0 °F,58%,3.5 mph,N/A,,2015/5/28
2:51 PM,82.9 °F,58%,6.9 mph,N/A,,2015/5/28
3:51 PM,81.0 °F,60%,4.6 mph,N/A,,2015/5/28
4:51 PM,82.9 °F,56%,3.5 mph,N/A,,2015/5/28
5:51 PM,82.0 °F,60%,Calm,N/A,,2015/5/28
6:51 PM,82.9 °F,56%,Calm,N/A,,2015/5/28
7:51 PM,84.9 °F,33%,3.5 mph,N/A,,2015/5/28
8:51 PM,80.1 °F,42%,3.5 mph,N/A,,2015/5/28
9:51 PM,78.1 °F,42%,5.8 mph,N/A,,2015/5/28
10:51 PM,75.9 °F,45%,3.5 mph,N/A,,2015/5/28
11:51 PM,73.9 °F,52%,10.4 mph,N/A,,2015/5/28
12:51 AM,72.0 °F,49%,9.2 mph,N/A,,2015/5/29
1:51 AM,70.0 °F,53%,6.9 mph,N/A,,2015/5/29
2:51 AM,68.0 °F,56%,8.1 mph,N/A,,2015/5/29
3:51 AM,66.9 °F,61%,6.9 mph,N/A,,2015/5/29
4:51 AM,66.0 °F,63%,5.8 mph,N/A,,2015/5/29
5:51 AM,64.9 °F,65%,4.6 mph,N/A,,2015/5/29
6:51 AM,66.0 °F,63%,5.8 mph,N/A,,2015/5/29
7:51 AM,68.0 °F,61%,4.6 mph,N/A,,2015/5/29
8:51 AM,71.1 °F,55%,3.5 mph,N/A,,2015/5/29
9:51 AM,72.0 °F,53%,6.9 mph,N/A,,2015/5/29
10:51 AM,73.9 °F,50%,4.6 mph,N/A,,2015/5/29
11:51 AM,79.0 °F,40%,3.5 mph,N/A,,2015/5/29
12:51 PM,82.0 °F,37%,Calm,N/A,,2015/5/29
1:51 PM,84.0 °F,37%,Calm,N/A,,2015/5/29
2:51 PM,81.0 °F,41%,3.5 mph,N/A,,2015/5/29
3:51 PM,79.0 °F,44%,5.8 mph,N/A,,2015/5/29
4:51 PM,78.1 °F,45%,4.6 mph,N/A,,2015/5/29
5:51 PM,73.0 °F,53%,6.9 mph,N/A,,2015/5/29
6:51 PM,72.0 °F,57%,4.6 mph,N/A,,2015/5/29
7:51 PM,71.1 °F,59%,5.8 mph,N/A,,2015/5/29
8:51 PM,68.0 °F,68%,3.5 mph,N/A,,2015/5/29
9:51 PM,66.9 °F,73%,3.5 mph,N/A,,2015/5/29
10:51 PM,68.0 °F,73%,Calm,N/A,,2015/5/29
11:51 PM,68.0 °F,78%,Calm,N/A,,2015/5/29
12:51 AM,66.9 °F,81%,Calm,N/A,,2015/5/30
1:51 AM,68.0 °F,76%,Calm,N/A,,2015/5/30
2:51 AM,66.9 °F,79%,Calm,N/A,,2015/5/30
3:51 AM,68.0 °F,78%,3.5 mph,N/A,,2015/5/30
4:51 AM,68.0 °F,81%,3.5 mph,N/A,,2015/5/30
5:51 AM,68.0 °F,84%,5.8 mph,N/A,,2015/5/30
6:51 AM,69.1 °F,84%,6.9 mph,N/A,,2015/5/30
7:51 AM,71.1 °F,78%,4.6 mph,N/A,,2015/5/30
8:51 AM,73.0 °F,73%,8.1 mph,N/A,,2015/5/30
9:51 AM,75.0 °F,71%,6.9 mph,N/A,,2015/5/30
10:51 AM,77.0 °F,66%,4.6 mph,N/A,,2015/5/30
11:51 AM,81.0 °F,58%,Calm,N/A,,2015/5/30
11:58 AM,81.0 °F,58%,5.8 mph,N/A,,2015/5/30
12:10 PM,80.1 °F,60%,-,N/A,,2015/5/30
12:51 PM,82.0 °F,54%,5.8 mph,N/A,,2015/5/30
1:51 PM,84.0 °F,53%,6.9 mph,N/A,,2015/5/30
2:51 PM,84.0 °F,51%,6.9 mph,N/A,,2015/5/30
3:51 PM,82.0 °F,52%,9.2 mph,N/A,,2015/5/30
4:51 PM,79.0 °F,54%,9.2 mph,N/A,,2015/5/30
5:51 PM,77.0 °F,58%,10.4 mph,N/A,,2015/5/30
6:51 PM,77.0 °F,60%,6.9 mph,N/A,,2015/5/30
7:51 PM,75.9 °F,62%,6.9 mph,N/A,,2015/5/30
8:51 PM,75.9 °F,62%,4.6 mph,N/A,,2015/5/30
9:51 PM,75.0 °F,62%,-,N/A,,2015/5/30
10:51 PM,73.9 °F,62%,5.8 mph,N/A,,2015/5/30
11:51 PM,73.9 °F,64%,3.5 mph,N/A,,2015/5/30
12:51 AM,73.0 °F,64%,6.9 mph,N/A,,2015/5/31
1:51 AM,73.0 °F,64%,5.8 mph,N/A,,2015/5/31
2:51 AM,72.0 °F,68%,5.8 mph,N/A,,2015/5/31
3:51 AM,72.0 °F,68%,9.2 mph,N/A,,2015/5/31
4:51 AM,71.1 °F,70%,6.9 mph,N/A,,2015/5/31
5:51 AM,71.1 °F,73%,8.1 mph,N/A,,2015/5/31
6:51 AM,71.1 °F,73%,Calm,N/A,,2015/5/31
7:51 AM,72.0 °F,73%,Calm,N/A,,2015/5/31
8:51 AM,75.0 °F,69%,3.5 mph,N/A,,2015/5/31
9:51 AM,75.9 °F,69%,3.5 mph,N/A,,2015/5/31
10:51 AM,78.1 °F,66%,-,0.01 in,,2015/5/31
11:51 AM,82.0 °F,56%,Calm,N/A,,2015/5/31
12:51 PM,86.0 °F,51%,5.8 mph,N/A,,2015/5/31
1:51 PM,82.0 °F,56%,4.6 mph,N/A,,2015/5/31
2:39 PM,75.0 °F,84%,-,0.03 in,Rain,2015/5/31
2:47 PM,75.2 °F,83%,5.8 mph,0.03 in,Rain,2015/5/31
2:51 PM,75.9 °F,85%,3.5 mph,0.03 in,,2015/5/31
3:51 PM,77.0 °F,66%,8.1 mph,N/A,,2015/5/31
4:29 PM,72.0 °F,81%,8.1 mph,0.03 in,Rain,2015/5/31
4:46 PM,71.6 °F,88%,6.9 mph,0.09 in,Rain,2015/5/31
4:51 PM,70.0 °F,93%,4.6 mph,0.12 in,Rain,2015/5/31
5:07 PM,70.0 °F,97%,6.9 mph,0.22 in,"Fog
	,
Rain",2015/5/31
5:14 PM,70.0 °F,90%,5.8 mph,0.46 in,"Fog
	,
Rain",2015/5/31
5:26 PM,70.0 °F,93%,5.8 mph,0.50 in,Rain,2015/5/31
5:31 PM,70.0 °F,93%,Calm,0.50 in,Rain,2015/5/31
5:51 PM,70.0 °F,93%,6.9 mph,0.98 in,Rain,2015/5/31
5:56 PM,69.1 °F,93%,5.8 mph,0.00 in,Rain,2015/5/31
6:03 PM,69.1 °F,93%,6.9 mph,0.00 in,,2015/5/31
6:21 PM,69.1 °F,93%,6.9 mph,0.02 in,Rain,2015/5/31
6:29 PM,69.1 °F,93%,4.6 mph,0.03 in,Rain,2015/5/31
6:37 PM,70.0 °F,93%,5.8 mph,0.03 in,Rain,2015/5/31
6:51 PM,70.0 °F,93%,3.5 mph,0.04 in,Rain,2015/5/31
7:01 PM,70.0 °F,93%,3.5 mph,0.01 in,Rain,2015/5/31
7:51 PM,69.1 °F,93%,4.6 mph,0.04 in,Rain,2015/5/31
8:19 PM,69.1 °F,90%,Calm,0.05 in,Rain,2015/5/31
8:30 PM,69.1 °F,93%,3.5 mph,0.08 in,Rain,2015/5/31
8:51 PM,68.0 °F,93%,6.9 mph,0.09 in,Rain,2015/5/31
9:05 PM,69.1 °F,90%,9.2 mph,0.06 in,Rain,2015/5/31
9:14 PM,69.1 °F,90%,5.8 mph,0.08 in,Rain,2015/5/31
9:51 PM,64.9 °F,90%,8.1 mph,0.08 in,,2015/5/31
10:51 PM,63.0 °F,87%,8.1 mph,N/A,,2015/5/31
11:51 PM,59.0 °F,90%,9.2 mph,0.07 in,,2015/5/31
12:51 AM,57.0 °F,89%,10.4 mph,0.00 in,,2015/6/1
1:51 AM,57.0 °F,89%,10.4 mph,N/A,,2015/6/1
2:51 AM,57.0 °F,89%,9.2 mph,0.00 in,Rain,2015/6/1
3:20 AM,57.9 °F,90%,8.1 mph,0.04 in,Rain,2015/6/1
3:34 AM,57.0 °F,93%,6.9 mph,0.21 in,Rain,2015/6/1
3:51 AM,57.0 °F,89%,4.6 mph,0.23 in,Rain,2015/6/1
3:59 AM,57.0 °F,93%,4.6 mph,0.04 in,Rain,2015/6/1
4:08 AM,57.0 °F,89%,8.1 mph,0.12 in,Rain,2015/6/1
4:11 AM,57.0 °F,89%,10.4 mph,0.12 in,Rain,2015/6/1
4:51 AM,57.0 °F,89%,5.8 mph,0.16 in,Rain,2015/6/1
5:51 AM,57.0 °F,89%,6.9 mph,0.03 in,,2015/6/1
6:51 AM,55.9 °F,93%,4.6 mph,0.00 in,Rain,2015/6/1
7:51 AM,55.9 °F,93%,8.1 mph,0.01 in,,2015/6/1
7:58 AM,55.9 °F,93%,10.4 mph,N/A,,2015/6/1
8:21 AM,55.9 °F,90%,9.2 mph,0.00 in,,2015/6/1
8:51 AM,55.9 °F,90%,9.2 mph,0.00 in,,2015/6/1
9:51 AM,55.9 °F,90%,8.1 mph,N/A,,2015/6/1
10:29 AM,55.9 °F,90%,13.8 mph,0.00 in,Rain,2015/6/1
10:51 AM,55.9 °F,90%,11.5 mph,0.03 in,Rain,2015/6/1
11:10 AM,55.0 °F,93%,10.4 mph,0.06 in,Rain,2015/6/1
11:19 AM,55.0 °F,89%,11.5 mph,0.09 in,Rain,2015/6/1
11:32 AM,55.9 °F,90%,10.4 mph,0.13 in,Rain,2015/6/1
11:51 AM,55.9 °F,90%,10.4 mph,0.16 in,Rain,2015/6/1
12:51 PM,55.9 °F,90%,13.8 mph,0.02 in,Rain,2015/6/1
1:51 PM,55.0 °F,89%,12.7 mph,0.00 in,,2015/6/1
2:51 PM,55.9 °F,87%,16.1 mph,N/A,,2015/6/1
3:51 PM,55.9 °F,87%,12.7 mph,N/A,,2015/6/1
4:51 PM,55.9 °F,90%,13.8 mph,N/A,,2015/6/1
5:51 PM,55.9 °F,87%,11.5 mph,N/A,,2015/6/1
6:51 PM,55.9 °F,87%,11.5 mph,0.00 in,,2015/6/1
7:51 PM,55.0 °F,89%,8.1 mph,0.01 in,Rain,2015/6/1
8:51 PM,54.0 °F,90%,17.3 mph,0.01 in,,2015/6/1
9:51 PM,54.0 °F,90%,9.2 mph,N/A,,2015/6/1
10:51 PM,53.1 °F,89%,12.7 mph,0.03 in,Rain,2015/6/1
11:51 PM,52.0 °F,89%,13.8 mph,0.03 in,Rain,2015/6/1
12:51 AM,52.0 °F,86%,5.8 mph,0.00 in,Rain,2015/6/2
1:08 AM,51.1 °F,89%,6.9 mph,0.00 in,Rain,2015/6/2
1:18 AM,51.1 °F,89%,6.9 mph,0.01 in,,2015/6/2
1:51 AM,51.1 °F,89%,9.2 mph,0.01 in,Rain,2015/6/2
2:51 AM,50.0 °F,89%,6.9 mph,0.04 in,Rain,2015/6/2
3:42 AM,50.0 °F,89%,10.4 mph,0.04 in,,2015/6/2
3:51 AM,50.0 °F,89%,8.1 mph,0.04 in,,2015/6/2
4:15 AM,50.0 °F,89%,8.1 mph,N/A,,2015/6/2
4:51 AM,50.0 °F,89%,9.2 mph,N/A,,2015/6/2
5:51 AM,50.0 °F,89%,10.4 mph,0.01 in,Rain,2015/6/2
6:44 AM,51.1 °F,89%,5.8 mph,0.01 in,,2015/6/2
6:51 AM,51.1 °F,89%,6.9 mph,0.01 in,,2015/6/2
7:05 AM,51.1 °F,89%,8.1 mph,N/A,,2015/6/2
7:28 AM,51.1 °F,89%,4.6 mph,N/A,,2015/6/2
7:51 AM,51.1 °F,89%,6.9 mph,N/A,,2015/6/2
8:07 AM,51.1 °F,89%,5.8 mph,N/A,,2015/6/2
8:21 AM,51.1 °F,89%,5.8 mph,N/A,,2015/6/2
8:48 AM,51.8 °F,88%,6.9 mph,0.01 in,Rain,2015/6/2
8:51 AM,51.1 °F,89%,5.8 mph,0.01 in,Rain,2015/6/2
9:00 AM,51.1 °F,89%,6.9 mph,0.00 in,,2015/6/2
9:51 AM,52.0 °F,89%,8.1 mph,0.00 in,,2015/6/2
10:51 AM,53.1 °F,89%,5.8 mph,N/A,,2015/6/2
11:51 AM,53.1 °F,86%,4.6 mph,N/A,,2015/6/2
12:51 PM,54.0 °F,90%,5.8 mph,N/A,,2015/6/2
1:13 PM,54.0 °F,86%,8.1 mph,N/A,,2015/6/2
1:51 PM,54.0 °F,86%,5.8 mph,0.01 in,Rain,2015/6/2
2:51 PM,54.0 °F,86%,5.8 mph,0.03 in,Rain,2015/6/2
3:51 PM,54.0 °F,93%,6.9 mph,0.05 in,,2015/6/2
4:51 PM,54.0 °F,90%,3.5 mph,0.01 in,Rain,2015/6/2
5:51 PM,54.0 °F,90%,4.6 mph,0.01 in,Rain,2015/6/2
6:51 PM,54.0 °F,93%,3.5 mph,0.03 in,Rain,2015/6/2
7:51 PM,54.0 °F,90%,8.1 mph,0.04 in,Rain,2015/6/2
8:51 PM,53.1 °F,93%,5.8 mph,0.03 in,Rain,2015/6/2
9:51 PM,53.1 °F,93%,4.6 mph,0.02 in,Rain,2015/6/2
9:58 PM,53.1 °F,93%,6.9 mph,0.00 in,Rain,2015/6/2
10:46 PM,53.6 °F,94%,5.8 mph,0.01 in,,2015/6/2
10:51 PM,53.1 °F,93%,3.5 mph,0.02 in,,2015/6/2
11:11 PM,53.1 °F,93%,6.9 mph,N/A,,2015/6/2
11:24 PM,53.1 °F,93%,5.8 mph,N/A,,2015/6/2
11:37 PM,53.1 °F,93%,4.6 mph,N/A,,2015/6/2
11:51 PM,53.1 °F,93%,3.5 mph,N/A,,2015/6/2
12:51 AM,54.0 °F,90%,-,N/A,,2015/6/3
1:24 AM,53.1 °F,89%,4.6 mph,N/A,,2015/6/3
1:51 AM,53.1 °F,89%,5.8 mph,N/A,,2015/6/3
1:59 AM,53.1 °F,89%,5.8 mph,N/A,,2015/6/3
2:18 AM,53.1 °F,89%,8.1 mph,N/A,,2015/6/3
2:26 AM,53.1 °F,89%,4.6 mph,N/A,,2015/6/3
2:51 AM,54.0 °F,86%,4.6 mph,N/A,,2015/6/3
3:51 AM,53.1 °F,93%,5.8 mph,N/A,,2015/6/3
4:51 AM,52.0 °F,89%,5.8 mph,N/A,,2015/6/3
5:41 AM,53.1 °F,86%,4.6 mph,N/A,,2015/6/3
5:51 AM,53.1 °F,89%,4.6 mph,N/A,,2015/6/3
6:04 AM,53.1 °F,86%,6.9 mph,N/A,,2015/6/3
6:25 AM,53.1 °F,86%,8.1 mph,N/A,,2015/6/3
6:51 AM,53.1 °F,86%,5.8 mph,N/A,,2015/6/3
7:31 AM,54.0 °F,80%,5.8 mph,N/A,,2015/6/3
7:51 AM,55.0 °F,80%,5.8 mph,N/A,,2015/6/3
8:03 AM,55.0 °F,77%,5.8 mph,N/A,,2015/6/3
8:37 AM,55.4 °F,77%,8.1 mph,N/A,,2015/6/3
8:51 AM,57.0 °F,74%,4.6 mph,N/A,,2015/6/3
9:51 AM,59.0 °F,75%,4.6 mph,N/A,,2015/6/3
10:42 AM,61.0 °F,67%,Calm,N/A,,2015/6/3
10:51 AM,62.1 °F,65%,4.6 mph,N/A,,2015/6/3
11:17 AM,62.1 °F,67%,4.6 mph,N/A,,2015/6/3
11:32 AM,62.1 °F,65%,4.6 mph,N/A,,2015/6/3
11:51 AM,64.0 °F,63%,Calm,N/A,,2015/6/3
12:51 PM,64.9 °F,56%,3.5 mph,N/A,,2015/6/3
1:51 PM,69.1 °F,45%,5.8 mph,N/A,,2015/6/3
2:51 PM,70.0 °F,41%,6.9 mph,N/A,,2015/6/3
3:51 PM,69.1 °F,49%,3.5 mph,N/A,,2015/6/3
4:51 PM,64.0 °F,65%,6.9 mph,N/A,,2015/6/3
5:51 PM,60.1 °F,69%,5.8 mph,N/A,,2015/6/3
6:51 PM,60.1 °F,67%,6.9 mph,N/A,,2015/6/3
7:51 PM,57.9 °F,72%,3.5 mph,N/A,,2015/6/3
8:51 PM,55.9 °F,80%,Calm,N/A,,2015/6/3
9:51 PM,55.9 °F,77%,4.6 mph,N/A,,2015/6/3
10:00 PM,55.9 °F,77%,5.8 mph,N/A,,2015/6/3
10:26 PM,55.9 °F,75%,3.5 mph,N/A,,2015/6/3
10:51 PM,55.0 °F,77%,3.5 mph,N/A,,2015/6/3
11:51 PM,55.9 °F,75%,5.8 mph,N/A,,2015/6/3
12:51 AM,55.9 °F,75%,3.5 mph,N/A,,2015/6/4
1:51 AM,55.9 °F,77%,3.5 mph,N/A,,2015/6/4
2:10 AM,55.9 °F,77%,3.5 mph,N/A,,2015/6/4
2:51 AM,55.9 °F,77%,4.6 mph,N/A,,2015/6/4
3:51 AM,55.0 °F,77%,4.6 mph,N/A,,2015/6/4
4:01 AM,55.0 °F,77%,9.2 mph,N/A,,2015/6/4
4:51 AM,55.9 °F,72%,6.9 mph,N/A,,2015/6/4
5:51 AM,55.0 °F,74%,10.4 mph,N/A,,2015/6/4
6:51 AM,54.0 °F,77%,8.1 mph,N/A,,2015/6/4
7:51 AM,55.0 °F,72%,6.9 mph,N/A,,2015/6/4
8:51 AM,55.0 °F,74%,6.9 mph,N/A,,2015/6/4
9:51 AM,55.9 °F,72%,6.9 mph,N/A,,2015/6/4
10:51 AM,57.9 °F,70%,4.6 mph,N/A,,2015/6/4
11:51 AM,60.1 °F,67%,8.1 mph,N/A,,2015/6/4
12:51 PM,62.1 °F,62%,5.8 mph,N/A,,2015/6/4
1:51 PM,64.0 °F,60%,4.6 mph,N/A,,2015/6/4
2:51 PM,64.0 °F,60%,3.5 mph,N/A,,2015/6/4
3:51 PM,63.0 °F,60%,6.9 mph,N/A,,2015/6/4
4:51 PM,63.0 °F,60%,9.2 mph,N/A,,2015/6/4
5:51 PM,62.1 °F,60%,Calm,N/A,,2015/6/4
6:51 PM,60.1 °F,62%,4.6 mph,N/A,,2015/6/4
7:51 PM,60.1 °F,60%,4.6 mph,N/A,,2015/6/4
8:51 PM,57.9 °F,67%,Calm,N/A,,2015/6/4
9:51 PM,57.0 °F,72%,Calm,N/A,,2015/6/4
10:51 PM,57.0 °F,72%,5.8 mph,N/A,,2015/6/4
11:51 PM,57.9 °F,67%,5.8 mph,N/A,,2015/6/4
12:51 AM,57.0 °F,69%,3.5 mph,N/A,,2015/6/5
1:51 AM,55.9 °F,75%,6.9 mph,N/A,,2015/6/5
2:51 AM,55.9 °F,75%,5.8 mph,N/A,,2015/6/5
3:51 AM,55.0 °F,77%,3.5 mph,N/A,,2015/6/5
3:58 AM,55.0 °F,74%,8.1 mph,N/A,,2015/6/5
4:51 AM,55.0 °F,74%,6.9 mph,N/A,,2015/6/5
5:51 AM,55.0 °F,77%,5.8 mph,N/A,,2015/6/5
6:51 AM,55.9 °F,75%,5.8 mph,N/A,,2015/6/5
7:51 AM,57.0 °F,72%,5.8 mph,N/A,,2015/6/5
8:51 AM,59.0 °F,69%,4.6 mph,N/A,,2015/6/5
9:31 AM,59.0 °F,69%,5.8 mph,N/A,,2015/6/5
9:51 AM,59.0 °F,69%,5.8 mph,N/A,,2015/6/5
10:13 AM,57.9 °F,75%,6.9 mph,N/A,,2015/6/5
10:25 AM,57.0 °F,81%,Calm,0.00 in,Rain,2015/6/5
10:35 AM,55.9 °F,87%,5.8 mph,0.00 in,,2015/6/5
10:46 AM,55.4 °F,88%,3.5 mph,0.01 in,Rain,2015/6/5
10:51 AM,55.9 °F,90%,3.5 mph,0.02 in,Rain,2015/6/5
11:12 AM,57.0 °F,89%,Calm,0.02 in,,2015/6/5
11:18 AM,57.0 °F,87%,3.5 mph,0.02 in,,2015/6/5
11:30 AM,57.0 °F,83%,Calm,0.02 in,,2015/6/5
11:38 AM,57.0 °F,89%,Calm,0.02 in,,2015/6/5
11:45 AM,57.2 °F,88%,Calm,0.02 in,,2015/6/5
11:51 AM,57.0 °F,87%,Calm,0.02 in,Rain,2015/6/5
12:07 PM,57.0 °F,89%,Calm,0.03 in,Rain,2015/6/5
12:20 PM,57.0 °F,89%,Calm,0.05 in,Rain,2015/6/5
12:30 PM,57.0 °F,89%,Calm,0.06 in,Rain,2015/6/5
12:37 PM,57.0 °F,89%,Calm,0.07 in,Rain,2015/6/5
12:51 PM,57.9 °F,90%,Calm,0.08 in,Rain,2015/6/5
12:58 PM,57.9 °F,90%,Calm,0.00 in,Rain,2015/6/5
1:46 PM,60.8 °F,82%,5.8 mph,0.01 in,Rain,2015/6/5
1:51 PM,60.1 °F,86%,4.6 mph,0.01 in,,2015/6/5
1:58 PM,60.1 °F,90%,3.5 mph,N/A,,2015/6/5
2:02 PM,60.1 °F,86%,3.5 mph,N/A,,2015/6/5
2:09 PM,60.1 °F,86%,4.6 mph,N/A,,2015/6/5
2:17 PM,61.0 °F,87%,Calm,N/A,,2015/6/5
2:39 PM,62.1 °F,84%,4.6 mph,N/A,,2015/6/5
2:51 PM,64.0 °F,84%,4.6 mph,N/A,,2015/6/5
3:51 PM,66.0 °F,78%,Calm,N/A,,2015/6/5
4:14 PM,66.0 °F,75%,3.5 mph,N/A,,2015/6/5
4:22 PM,64.9 °F,73%,3.5 mph,N/A,,2015/6/5
4:49 PM,69.8 °F,64%,Calm,N/A,,2015/6/5
4:51 PM,69.1 °F,68%,Calm,N/A,,2015/6/5
5:19 PM,70.0 °F,68%,Calm,N/A,,2015/6/5
5:48 PM,69.8 °F,64%,3.5 mph,N/A,,2015/6/5
5:51 PM,68.0 °F,70%,3.5 mph,N/A,,2015/6/5
6:51 PM,66.9 °F,68%,3.5 mph,N/A,,2015/6/5
7:26 PM,64.9 °F,73%,4.6 mph,N/A,,2015/6/5
7:51 PM,64.9 °F,70%,Calm,N/A,,2015/6/5
8:51 PM,64.0 °F,75%,Calm,N/A,,2015/6/5
9:22 PM,62.1 °F,78%,Calm,N/A,,2015/6/5
9:51 PM,63.0 °F,78%,Calm,N/A,,2015/6/5
10:51 PM,62.1 °F,78%,Calm,N/A,,2015/6/5
11:51 PM,62.1 °F,80%,Calm,N/A,,2015/6/5
12:51 AM,62.1 °F,80%,Calm,N/A,,2015/6/6
1:51 AM,60.1 °F,93%,Calm,0.00 in,,2015/6/6
2:51 AM,60.1 °F,93%,4.6 mph,N/A,,2015/6/6
3:09 AM,60.1 °F,96%,Calm,N/A,,2015/6/6
3:27 AM,61.0 °F,93%,Calm,N/A,,2015/6/6
3:51 AM,61.0 °F,93%,Calm,N/A,,2015/6/6
4:26 AM,61.0 °F,93%,3.5 mph,N/A,,2015/6/6
4:51 AM,61.0 °F,93%,Calm,N/A,,2015/6/6
4:58 AM,61.0 °F,93%,Calm,0.00 in,Rain,2015/6/6
5:15 AM,61.0 °F,93%,Calm,0.04 in,Rain,2015/6/6
5:40 AM,61.0 °F,97%,3.5 mph,0.12 in,Rain,2015/6/6
5:48 AM,60.8 °F,100%,3.5 mph,0.15 in,Rain,2015/6/6
5:51 AM,61.0 °F,97%,3.5 mph,0.16 in,Rain,2015/6/6
5:58 AM,61.0 °F,97%,Calm,0.01 in,Rain,2015/6/6
6:16 AM,61.0 °F,97%,Calm,0.03 in,Rain,2015/6/6
6:24 AM,62.1 °F,93%,4.6 mph,0.03 in,,2015/6/6
6:51 AM,62.1 °F,93%,Calm,0.03 in,,2015/6/6
7:48 AM,62.6 °F,94%,Calm,N/A,,2015/6/6
7:51 AM,62.1 °F,96%,Calm,N/A,,2015/6/6
8:18 AM,63.0 °F,93%,3.5 mph,N/A,,2015/6/6
8:34 AM,63.0 °F,97%,4.6 mph,N/A,,2015/6/6
8:40 AM,63.0 °F,97%,Calm,N/A,,2015/6/6
8:51 AM,63.0 °F,93%,3.5 mph,0.00 in,Rain,2015/6/6
9:51 AM,64.0 °F,93%,4.6 mph,0.00 in,,2015/6/6
10:51 AM,64.0 °F,90%,9.2 mph,0.00 in,,2015/6/6
11:25 AM,66.0 °F,84%,10.4 mph,N/A,,2015/6/6
11:51 AM,66.9 °F,81%,9.2 mph,N/A,,2015/6/6
12:31 PM,69.1 °F,73%,5.8 mph,N/A,,2015/6/6
12:51 PM,70.0 °F,71%,6.9 mph,N/A,,2015/6/6
1:51 PM,72.0 °F,53%,5.8 mph,N/A,,2015/6/6
2:51 PM,73.0 °F,49%,8.1 mph,N/A,,2015/6/6
3:51 PM,75.0 °F,38%,9.2 mph,N/A,,2015/6/6
4:51 PM,75.0 °F,26%,9.2 mph,N/A,,2015/6/6
5:51 PM,73.9 °F,21%,6.9 mph,N/A,,2015/6/6
6:51 PM,73.0 °F,23%,6.9 mph,N/A,,2015/6/6
7:51 PM,71.1 °F,26%,5.8 mph,N/A,,2015/6/6
8:51 PM,66.9 °F,26%,4.6 mph,N/A,,2015/6/6
9:51 PM,66.9 °F,30%,5.8 mph,N/A,,2015/6/6
10:51 PM,64.0 °F,38%,Calm,N/A,,2015/6/6
11:51 PM,63.0 °F,40%,Calm,N/A,,2015/6/6
12:51 AM,61.0 °F,39%,3.5 mph,N/A,,2015/6/7
1:51 AM,61.0 °F,32%,4.6 mph,N/A,,2015/6/7
2:51 AM,60.1 °F,33%,Calm,N/A,,2015/6/7
3:51 AM,59.0 °F,39%,Calm,N/A,,2015/6/7
4:51 AM,57.0 °F,44%,3.5 mph,N/A,,2015/6/7
5:51 AM,55.9 °F,53%,Calm,N/A,,2015/6/7
6:51 AM,57.9 °F,51%,5.8 mph,N/A,,2015/6/7
7:51 AM,60.1 °F,51%,6.9 mph,N/A,,2015/6/7
8:51 AM,62.1 °F,48%,3.5 mph,N/A,,2015/6/7
9:51 AM,64.9 °F,45%,Calm,N/A,,2015/6/7
